phage	coverage
uvig_531485	0.203049
uvig_528708	0.109158
uvig_142781	0.194393
uvig_144170	0.180709
uvig_281981	0.222478
uvig_27170	0.256794
uvig_105125	0.121318
uvig_320542	0.116937
uvig_283379	0.146939
uvig_379776	0.402639
uvig_501	0.26134
uvig_301948	0.301551
uvig_151168	0.109574
uvig_521262	0.26375
uvig_32778	0.46691
uvig_310323	0.131213
uvig_273158	0.178167
uvig_15569	0.247499
uvig_369556	0.114033
uvig_406725	0.120765
uvig_545922	0.25525
uvig_237340	0.237768
uvig_158613	0.482083
uvig_237341	0.148584
uvig_237342	0.11381
uvig_161392	0.433959
uvig_237344	0.126421
uvig_297813	0.161084
uvig_44391	0.257279
uvig_237348	0.167684
uvig_182816	0.117465
uvig_44395	0.133457
uvig_182819	0.159987
uvig_512890	0.229258
uvig_512893	0.117783
uvig_283386	0.19455
uvig_51380	0.239953
uvig_51382	0.318725
uvig_48605	0.458331
uvig_512899	0.645206
uvig_51384	0.280051
uvig_48607	0.260239
uvig_266171	0.16386
uvig_512	0.379706
uvig_151173	0.17263
uvig_151176	0.302667
uvig_1500	0.132717
uvig_521271	0.476203
uvig_247571	0.230255
uvig_247572	0.20393
uvig_581747	0.119103
uvig_132576	0.179134
uvig_386776	0.155418
uvig_425332	0.273435
uvig_425334	0.126614
uvig_273167	0.24548
uvig_310337	0.388643
uvig_22561	0.706498
uvig_406739	0.255155
uvig_430938	0.706689
uvig_430939	0.155138
uvig_237350	0.508368
uvig_182823	0.103775
uvig_158629	0.487135
uvig_237357	0.2173
uvig_184215	0.202906
uvig_376559	0.198677
uvig_554314	0.145959
uvig_165613	0.355809
uvig_105145	0.186898
uvig_144199	0.122531
uvig_48611	0.21061
uvig_48617	0.152499
uvig_74200	0.286793
uvig_301961	0.103249
uvig_74207	0.163631
uvig_301963	0.12412
uvig_148405	0.292534
uvig_172601	0.152842
uvig_32796	0.123861
uvig_442554	0.103777
uvig_172607	0.380404
uvig_32798	0.482637
uvig_518507	0.139695
uvig_442557	0.139715
uvig_129802	0.259788
uvig_132581	0.220187
uvig_538950	0.138251
uvig_247586	0.696681
uvig_538954	0.153078
uvig_564541	0.195684
uvig_41179	0.155673
uvig_590133	0.219754
uvig_590135	0.117773
uvig_175849	0.179603
uvig_545943	0.138584
uvig_406748	0.633955
uvig_545945	0.21337
uvig_22576	0.143221
uvig_158635	0.124759
uvig_376561	0.304479
uvig_65831	0.232333
uvig_184224	0.208617
uvig_65832	0.292226
uvig_65833	0.326832
uvig_552934	0.118476
uvig_552937	0.369389
uvig_105150	0.217282
uvig_91428	0.135424
uvig_191210	0.275211
uvig_359359	0.311803
uvig_74212	0.334004
uvig_74214	0.10173
uvig_151194	0.122406
uvig_266196	0.845642
uvig_287615	0.251768
uvig_151198	0.362423
uvig_108390	0.210525
uvig_581761	0.381842
uvig_174007	0.12125
uvig_442568	0.165609
uvig_581765	0.160942
uvig_1526	0.167833
uvig_132593	0.264166
uvig_271796	0.10969
uvig_294601	0.201045
uvig_423967	0.691058
uvig_425355	0.284353
uvig_41180	0.276543
uvig_425357	0.207418
uvig_41182	0.347875
uvig_41184	0.462574
uvig_41185	0.131591
uvig_590142	0.169815
uvig_41189	0.457864
uvig_406752	0.358593
uvig_175857	0.11175
uvig_254585	0.112517
uvig_22582	0.260571
uvig_58859	0.266956
uvig_22584	0.10452
uvig_237370	0.40399
uvig_182843	0.13259
uvig_376573	0.148897
uvig_376574	0.103725
uvig_65840	0.168585
uvig_297849	0.212491
uvig_554330	0.134143
uvig_184239	0.208333
uvig_554331	0.614387
uvig_300134	0.199543
uvig_300137	0.314992
uvig_105166	0.209115
uvig_165639	0.100874
uvig_191225	0.280873
uvig_74222	0.364022
uvig_422124	0.346061
uvig_301982	0.276356
uvig_301984	0.268473
uvig_303371	0.127269
uvig_287623	0.29097
uvig_303373	0.154865
uvig_442570	0.309973
uvig_172624	0.108526
uvig_287629	0.194856
uvig_581771	0.424022
uvig_442575	0.116936
uvig_155411	0.120413
uvig_294612	0.275332
uvig_41190	0.106955
uvig_175862	0.157917
uvig_41197	0.198643
uvig_115394	0.102368
uvig_41199	0.146647
uvig_254597	0.128647
uvig_58865	0.105848
uvig_58867	0.12591
uvig_280181	0.142191
uvig_432351	0.224266
uvig_432353	0.125093
uvig_545969	0.20764
uvig_22598	0.132933
uvig_571553	0.149567
uvig_45405	0.191381
uvig_297851	0.259012
uvig_297853	0.125886
uvig_552954	0.104363
uvig_105178	0.136373
uvig_202813	0.166667
uvig_72844	0.387638
uvig_74232	0.227593
uvig_535749	0.236206
uvig_301990	0.275349
uvig_482607	0.225988
uvig_74237	0.242421
uvig_551	0.163221
uvig_439801	0.442389
uvig_553	0.342716
uvig_172633	0.118081
uvig_324802	0.367019
uvig_172639	0.10332
uvig_544123	0.322742
uvig_538981	0.135541
uvig_423985	0.208185
uvig_564570	0.142719
uvig_425378	0.102171
uvig_296016	0.110697
uvig_181016	0.261662
uvig_136827	0.298389
uvig_175879	0.177413
uvig_277415	0.224961
uvig_432361	0.274978
uvig_432362	0.155186
uvig_432365	0.100398
uvig_45415	0.331883
uvig_571565	0.180599
uvig_237393	0.153432
uvig_119616	0.157525
uvig_297869	0.257607
uvig_360621	0.263478
uvig_65869	0.219842
uvig_48650	0.101314
uvig_359388	0.155832
uvig_167048	0.114369
uvig_48655	0.15038
uvig_72850	0.301379
uvig_560	0.32248
uvig_324810	0.110154
uvig_303393	0.155322
uvig_289034	0.110773
uvig_55641	0.100631
uvig_518545	0.347139
uvig_211201	0.205543
uvig_439819	0.125394
uvig_55643	0.167549
uvig_55644	0.108873
uvig_211205	0.171371
uvig_129842	0.153079
uvig_544132	0.197495
uvig_129847	0.109373
uvig_81233	0.15244
uvig_544137	0.211467
uvig_81235	0.214031
uvig_425383	0.183597
uvig_446802	0.221467
uvig_296024	0.124925
uvig_564586	0.333334
uvig_296027	0.389247
uvig_175880	0.230203
uvig_296029	0.105469
uvig_181027	0.115807
uvig_62635	0.45374
uvig_64024	0.188993
uvig_138222	0.193929
uvig_277420	0.101016
uvig_277421	0.113112
uvig_58887	0.124224
uvig_571572	0.24942
uvig_432376	0.29696
uvig_119620	0.19446
uvig_119621	0.20644
uvig_119627	0.189127
uvig_413771	0.111913
uvig_28217	0.175652
uvig_91463	0.325355
uvig_28218	0.103746
uvig_105193	0.191961
uvig_359392	0.352667
uvig_91469	0.605234
uvig_422152	0.192285
uvig_561357	0.150219
uvig_439820	0.182446
uvig_289041	0.15706
uvig_211210	0.223947
uvig_55651	0.138893
uvig_465410	0.177793
uvig_55655	0.277063
uvig_211215	0.169818
uvig_57043	0.186419
uvig_55657	0.17099
uvig_81242	0.297661
uvig_307611	0.333582
uvig_296031	0.182605
uvig_155449	0.101398
uvig_181033	0.130121
uvig_472400	0.10549
uvig_136847	0.134847
uvig_472409	0.107125
uvig_432386	0.2068
uvig_453804	0.333835
uvig_119632	0.116703
uvig_453807	0.686106
uvig_119634	0.28395
uvig_119638	0.309266
uvig_71023	0.190151
uvig_71025	0.140343
uvig_71029	0.209712
uvig_145229	0.123607
uvig_91471	0.11858
uvig_415179	0.18402
uvig_300179	0.196977
uvig_482630	0.557065
uvig_72875	0.219615
uvig_537167	0.199534
uvig_72878	0.10439
uvig_72879	0.439975
uvig_482639	0.11395
uvig_289050	0.161472
uvig_324831	0.126435
uvig_174050	0.208793
uvig_324832	0.138011
uvig_389204	0.187521
uvig_1575	0.11025
uvig_1576	0.20713
uvig_211227	0.102481
uvig_129869	0.235161
uvig_155451	0.601601
uvig_155453	0.439854
uvig_446824	0.28881
uvig_446827	0.272266
uvig_587413	0.325645
uvig_136857	0.107492
uvig_198714	0.542884
uvig_119648	0.215284
uvig_71039	0.248179
uvig_221454	0.104446
uvig_88700	0.219863
uvig_88701	0.180034
uvig_284435	0.10272
uvig_88703	0.208544
uvig_91484	0.201873
uvig_128025	0.128977
uvig_482640	0.490555
uvig_204248	0.160763
uvig_191277	0.55199
uvig_289062	0.261443
uvig_324842	0.572073
uvig_389210	0.359906
uvig_211230	0.156098
uvig_518577	0.15596
uvig_174069	0.166458
uvig_57063	0.202937
uvig_389216	0.212732
uvig_389217	0.169687
uvig_129878	0.211164
uvig_544168	0.234264
uvig_544169	0.159752
uvig_294660	0.189996
uvig_113904	0.452652
uvig_309023	0.266575
uvig_294666	0.236916
uvig_113909	0.164575
uvig_62661	0.102472
uvig_62663	0.155906
uvig_136862	0.115485
uvig_472428	0.212489
uvig_64058	0.18458
uvig_198724	0.121648
uvig_316010	0.453304
uvig_316013	0.101293
uvig_284447	0.158216
uvig_438004	0.303386
uvig_88716	0.185028
uvig_88718	0.128547
uvig_575817	0.276146
uvig_167083	0.187317
uvig_462208	0.152637
uvig_191280	0.183376
uvig_462209	0.272296
uvig_537180	0.329622
uvig_419402	0.224334
uvig_419403	0.134039
uvig_267236	0.15094
uvig_72895	0.265899
uvig_74286	0.234824
uvig_558609	0.149083
uvig_324850	0.183952
uvig_439854	0.149204
uvig_439855	0.100603
uvig_439857	0.306157
uvig_439859	0.16212
uvig_174077	0.192597
uvig_211244	0.258236
uvig_174079	0.178873
uvig_1598	0.341532
uvig_326249	0.106843
uvig_129889	0.147224
uvig_113911	0.106723
uvig_307643	0.244045
uvig_491039	0.178179
uvig_38475	0.194311
uvig_64060	0.26448
uvig_331847	0.215771
uvig_62678	0.129979
uvig_62679	0.207565
uvig_64067	0.445244
uvig_136878	0.240201
uvig_277461	0.226648
uvig_235900	0.216838
uvig_235902	0.103816
uvig_120902	0.111786
uvig_120904	0.177913
uvig_119661	0.126169
uvig_453836	0.244607
uvig_119663	0.146726
uvig_453838	0.160823
uvig_316029	0.153744
uvig_284450	0.115075
uvig_221476	0.132768
uvig_399457	0.134508
uvig_284458	0.243563
uvig_167094	0.284985
uvig_167096	0.402081
uvig_191291	0.222919
uvig_561394	0.128606
uvig_561395	0.329927
uvig_97102	0.331999
uvig_330002	0.120952
uvig_97103	0.271116
uvig_561397	0.247455
uvig_330003	0.169799
uvig_148496	0.589727
uvig_169913	0.101711
uvig_518590	0.719093
uvig_287695	0.101277
uvig_330007	0.13056
uvig_287697	0.211612
uvig_169918	0.146088
uvig_129890	0.322272
uvig_326255	0.176805
uvig_544182	0.151756
uvig_129894	0.185037
uvig_326259	0.12489
uvig_211258	0.186821
uvig_129897	0.257868
uvig_81283	0.404015
uvig_113921	0.111449
uvig_113922	0.107238
uvig_176904	0.159649
uvig_64070	0.244088
uvig_333245	0.153271
uvig_136881	0.131923
uvig_138270	0.140612
uvig_136885	0.166146
uvig_235914	0.200108
uvig_316031	0.429609
uvig_453843	0.147172
uvig_122306	0.472268
uvig_45475	0.176305
uvig_201038	0.141605
uvig_284460	0.101929
uvig_221487	0.111037
uvig_88736	0.15584
uvig_436638	0.222372
uvig_128054	0.123486
uvig_202888	0.251981
uvig_267258	0.113854
uvig_304429	0.148407
uvig_289095	0.23472
uvig_211261	0.109388
uvig_326264	0.351384
uvig_326265	0.617476
uvig_452000	0.129695
uvig_296085	0.105916
uvig_178306	0.359733
uvig_7212	0.21704
uvig_64082	0.189865
uvig_7215	0.232985
uvig_85500	0.138784
uvig_7217	0.106153
uvig_64085	0.14287
uvig_7218	0.106021
uvig_511010	0.130513
uvig_85505	0.145748
uvig_19893	0.304266
uvig_138287	0.28718
uvig_198756	0.254038
uvig_198759	0.525032
uvig_453850	0.105608
uvig_316043	0.496535
uvig_71073	0.243467
uvig_103719	0.113021
uvig_242916	0.337827
uvig_244306	0.123735
uvig_242919	0.424033
uvig_10915	0.165498
uvig_383508	0.109823
uvig_419431	0.239433
uvig_267267	0.20306
uvig_558632	0.379425
uvig_482682	0.18821
uvig_110709	0.181
uvig_97126	0.143985
uvig_584226	0.570118
uvig_389250	0.247074
uvig_389254	0.135363
uvig_307671	0.244787
uvig_491068	0.360988
uvig_452016	0.523662
uvig_307675	0.441003
uvig_309064	0.147911
uvig_176927	0.141315
uvig_181091	0.106698
uvig_309065	0.114465
uvig_7220	0.296772
uvig_7221	0.572495
uvig_331877	0.261971
uvig_64091	0.24066
uvig_85510	0.13884
uvig_472464	0.105427
uvig_64098	0.127535
uvig_162490	0.111908
uvig_298910	0.146444
uvig_298911	0.173989
uvig_574005	0.601694
uvig_122320	0.128016
uvig_162494	0.265432
uvig_122321	0.35381
uvig_298914	0.156589
uvig_45490	0.133323
uvig_162498	0.11231
uvig_201051	0.308705
uvig_120939	0.164096
uvig_185306	0.108597
uvig_185307	0.237393
uvig_201057	0.582468
uvig_71080	0.379252
uvig_71081	0.211438
uvig_201059	0.12858
uvig_68306	0.109846
uvig_340258	0.107174
uvig_399480	0.165174
uvig_284480	0.116016
uvig_399485	0.197818
uvig_284483	0.131517
uvig_284488	0.342798
uvig_244316	0.774592
uvig_575857	0.299494
uvig_323046	0.458042
uvig_10926	0.353848
uvig_204292	0.401179
uvig_479911	0.221281
uvig_128079	0.140312
uvig_225715	0.15435
uvig_479914	0.111009
uvig_479916	0.187272
uvig_419447	0.105779
uvig_304445	0.70074
uvig_267279	0.385045
uvig_304446	0.492491
uvig_366302	0.109057
uvig_227107	0.233005
uvig_482698	0.113288
uvig_95747	0.269932
uvig_208505	0.131682
uvig_465484	0.427998
uvig_465487	0.128911
uvig_232706	0.622637
uvig_307682	0.346327
uvig_567028	0.554529
uvig_446883	0.277138
uvig_309075	0.175222
uvig_178324	0.63385
uvig_448275	0.114529
uvig_309079	0.430973
uvig_574011	0.154034
uvig_298921	0.557421
uvig_120942	0.181186
uvig_574015	0.120371
uvig_159728	0.147028
uvig_201060	0.307416
uvig_201061	0.292605
uvig_120949	0.279595
uvig_68318	0.334106
uvig_242931	0.487271
uvig_436662	0.150683
uvig_438050	0.193242
uvig_577258	0.454128
ivig_104	0.218191
uvig_479927	0.136678
uvig_304456	0.959015
uvig_366316	0.112008
uvig_4002	0.261096
uvig_195542	0.444552
uvig_389272	0.217639
uvig_326294	0.200231
uvig_326295	0.187913
uvig_389276	0.167431
uvig_232714	0.133896
uvig_567036	0.251501
uvig_113964	0.111237
uvig_113966	0.102571
uvig_591233	0.126521
uvig_309086	0.145074
uvig_448283	0.188848
uvig_59949	0.246022
uvig_587486	0.190972
uvig_511040	0.208431
uvig_198784	0.183096
uvig_159733	0.30469
uvig_568885	0.268979
uvig_120958	0.164419
uvig_453885	0.156505
uvig_68322	0.127534
uvig_68327	0.515221
uvig_168113	0.114147
uvig_168115	0.263089
uvig_244334	0.112108
uvig_168116	0.235137
uvig_357949	0.135213
uvig_438064	0.221375
uvig_88776	0.141235
uvig_383531	0.166623
uvig_244336	0.159739
uvig_462265	0.160343
uvig_225731	0.262684
uvig_227120	0.165803
uvig_225734	0.167467
uvig_188568	0.105394
ivig_116	0.355032
uvig_330050	0.219035
uvig_330051	0.112031
uvig_330058	0.112664
uvig_232720	0.109972
uvig_232728	0.177565
uvig_5868	0.127725
uvig_159741	0.117999
uvig_159745	0.44432
uvig_235964	0.120754
uvig_159748	0.105281
uvig_337500	0.1319
uvig_337504	0.227414
uvig_103752	0.159218
uvig_420714	0.141729
uvig_227130	0.379962
ivig_121	0.128286
uvig_304474	0.299091
ivig_128	0.146058
uvig_330064	0.1526
uvig_542702	0.219573
uvig_542703	0.211585
uvig_403507	0.139884
uvig_208533	0.528792
uvig_208534	0.488341
uvig_208535	0.161327
uvig_234121	0.682035
uvig_371932	0.233173
uvig_502684	0.40604
uvig_234126	0.148593
uvig_452055	0.23192
uvig_452056	0.220521
uvig_5871	0.527427
uvig_215521	0.337087
uvig_100527	0.234142
uvig_495319	0.171656
uvig_574049	0.118048
uvig_235979	0.16027
uvig_201098	0.218492
uvig_201099	0.147779
uvig_478109	0.27928
uvig_242961	0.114327
uvig_436695	0.297597
uvig_459500	0.119615
uvig_459504	0.219612
uvig_462283	0.10272
uvig_462284	0.464254
uvig_420724	0.310856
uvig_12358	0.108359
ivig_131	0.117962
uvig_304481	0.13705
ivig_133	0.105465
ivig_139	0.118354
uvig_558687	0.669116
uvig_227149	0.217802
uvig_445075	0.364723
uvig_445078	0.117079
uvig_208541	0.206392
uvig_4037	0.123173
uvig_169988	0.108519
uvig_208546	0.214029
uvig_486942	0.104318
uvig_234133	0.127521
uvig_486945	0.69897
uvig_452062	0.106456
uvig_469730	0.151591
uvig_469738	0.129912
uvig_495320	0.219803
uvig_235981	0.106556
uvig_120986	0.856513
uvig_122376	0.182131
uvig_122379	0.310144
uvig_476727	0.260083
uvig_357970	0.268861
uvig_242970	0.141741
uvig_318922	0.105958
uvig_363119	0.377547
uvig_383563	0.182414
uvig_12361	0.139673
uvig_383565	0.125592
uvig_483711	0.12371
uvig_323099	0.434281
uvig_188594	0.31879
uvig_188595	0.1953
uvig_304493	0.157074
uvig_112151	0.324341
ivig_146	0.118126
ivig_147	0.108849
uvig_445080	0.139411
uvig_330081	0.19789
uvig_445084	0.174551
uvig_445085	0.13261
uvig_390553	0.142463
uvig_542722	0.293006
uvig_584285	0.438394
uvig_208554	0.123472
uvig_232755	0.136831
uvig_349147	0.133923
uvig_410511	0.319779
uvig_591272	0.134718
uvig_525517	0.123148
uvig_176984	0.115506
uvig_5890	0.29272
uvig_176988	0.256151
uvig_215544	0.171343
uvig_354741	0.22249
uvig_354742	0.101203
uvig_354743	0.220943
uvig_506913	0.137577
uvig_469748	0.149148
uvig_380333	0.225763
uvig_235992	0.182342
uvig_258800	0.200727
uvig_380338	0.138796
uvig_185365	0.180537
uvig_143805	0.210875
uvig_476732	0.203134
uvig_261586	0.115107
uvig_363121	0.278352
uvig_478125	0.329709
uvig_478126	0.221483
uvig_168152	0.163787
uvig_420741	0.29245
uvig_459526	0.106449
uvig_10986	0.374816
uvig_383578	0.10573
ivig_154	0.166226
uvig_445091	0.147082
uvig_251362	0.121921
uvig_327317	0.413643
uvig_4053	0.160377
uvig_466514	0.202933
uvig_445097	0.102296
uvig_390564	0.113614
uvig_390567	0.337543
uvig_208562	0.103019
uvig_195596	0.164619
uvig_349152	0.259355
uvig_234151	0.130527
uvig_234152	0.274791
uvig_486966	0.171792
uvig_449305	0.26692
uvig_452086	0.580696
uvig_525528	0.105128
uvig_469752	0.156527
uvig_199805	0.136683
uvig_215556	0.35921
uvig_59998	0.125553
uvig_469756	0.262256
uvig_85582	0.412505
uvig_85585	0.103574
uvig_241144	0.214363
uvig_241145	0.157352
uvig_508316	0.206659
uvig_241148	0.286647
uvig_298985	0.169189
uvig_258812	0.148976
uvig_122397	0.151818
uvig_222545	0.144208
uvig_68374	0.15175
uvig_261598	0.358744
uvig_68378	0.306508
uvig_400302	0.316265
uvig_515305	0.253893
uvig_126600	0.135894
uvig_363139	0.320509
uvig_126604	0.123306
uvig_383581	0.237518
uvig_10991	0.237489
uvig_10992	0.104257
uvig_383584	0.407082
uvig_150804	0.247382
uvig_383585	0.19765
uvig_33800	0.16709
uvig_33801	0.132801
uvig_33804	0.197859
uvig_33806	0.155941
uvig_110780	0.13583
ivig_161	0.162341
uvig_112171	0.17939
uvig_364985	0.102963
uvig_366379	0.138658
uvig_390574	0.253139
uvig_208572	0.157082
uvig_208573	0.109559
uvig_542748	0.147575
uvig_567090	0.564592
uvig_525530	0.134476
uvig_486977	0.209858
uvig_525537	0.417468
uvig_551120	0.124205
uvig_199812	0.105853
uvig_508323	0.359958
uvig_241153	0.111781
uvig_506937	0.463001
uvig_506938	0.365062
uvig_159799	0.389239
uvig_258829	0.276861
uvig_478140	0.127389
uvig_68383	0.154
uvig_515310	0.242741
uvig_26828	0.237888
uvig_515315	0.193699
uvig_515316	0.33571
uvig_383590	0.145545
uvig_265816	0.212293
uvig_483740	0.1119
uvig_420762	0.162891
uvig_420763	0.138038
uvig_598749	0.101009
uvig_485135	0.148197
uvig_110790	0.104611
uvig_479993	0.430168
uvig_225797	0.103295
uvig_479996	0.148792
uvig_366385	0.453557
uvig_251384	0.190373
uvig_466531	0.496826
uvig_16600	0.214952
uvig_390583	0.13915
uvig_251388	0.171019
uvig_208581	0.10071
uvig_390588	0.103835
uvig_488371	0.255719
uvig_373372	0.17716
uvig_215576	0.151797
uvig_215577	0.471828
uvig_493979	0.16173
uvig_337562	0.151912
uvig_258836	0.104508
uvig_205356	0.198343
uvig_420771	0.113165
uvig_420772	0.163868
uvig_420773	0.246678
uvig_150828	0.181005
uvig_109412	0.119647
uvig_109415	0.283447
uvig_327344	0.113652
uvig_503710	0.160693
uvig_251398	0.159322
uvig_505100	0.701775
uvig_42201	0.349283
uvig_116400	0.15256
uvig_42209	0.121525
uvig_373380	0.197633
uvig_140600	0.160098
uvig_255602	0.156206
uvig_525555	0.135969
uvig_551140	0.235634
uvig_23607	0.335419
uvig_23609	0.143068
uvig_493980	0.390821
uvig_469788	0.342731
uvig_508343	0.179941
uvig_380373	0.104143
uvig_380377	0.380862
uvig_361772	0.228977
uvig_26844	0.269934
uvig_476776	0.101124
uvig_26847	0.24147
uvig_400336	0.140298
uvig_126634	0.110902
uvig_150831	0.123039
uvig_152223	0.368824
uvig_33832	0.172376
uvig_370156	0.159963
uvig_291429	0.149841
uvig_98206	0.147363
uvig_522328	0.158522
uvig_327352	0.775468
uvig_133623	0.12333
uvig_542774	0.345949
uvig_40824	0.110031
uvig_42212	0.332384
uvig_492145	0.179343
uvig_255610	0.114424
uvig_488393	0.166341
uvig_488395	0.181425
uvig_257005	0.178857
uvig_257008	0.173659
uvig_551151	0.541312
uvig_551156	0.251796
uvig_123400	0.335999
uvig_262601	0.156911
uvig_380380	0.102375
uvig_241185	0.146072
uvig_123407	0.146006
uvig_508358	0.181086
uvig_380385	0.239522
uvig_532554	0.272561
uvig_377609	0.261344
uvig_380387	0.201499
uvig_337580	0.231034
uvig_143856	0.137907
uvig_26851	0.267565
uvig_26852	0.205696
uvig_363173	0.383654
uvig_460816	0.149698
uvig_483774	0.116821
uvig_109431	0.43262
uvig_109436	0.166924
uvig_327361	0.32998
uvig_248635	0.193074
uvig_403582	0.201358
uvig_248637	0.24189
uvig_248639	0.114241
uvig_542782	0.194996
uvig_274224	0.230233
uvig_18022	0.218191
uvig_274225	0.138375
uvig_18023	0.1295
uvig_505121	0.33569
uvig_274226	0.220762
uvig_42229	0.136204
uvig_140620	0.110014
uvig_588552	0.119819
uvig_199851	0.122306
uvig_512111	0.2885
uvig_238410	0.358599
uvig_506971	0.119078
uvig_512118	0.211039
uvig_123413	0.231788
uvig_380393	0.163726
uvig_32006	0.135694
uvig_26864	0.225635
uvig_478183	0.159193
uvig_478185	0.121163
uvig_384603	0.119276
uvig_265851	0.160363
uvig_459581	0.227316
uvig_150851	0.103781
uvig_344583	0.10151
uvig_205387	0.109986
uvig_265858	0.248864
uvig_35243	0.30027
uvig_35249	0.34325
uvig_133642	0.235906
uvig_272840	0.1131
uvig_133645	0.149235
uvig_274230	0.101556
uvig_133649	0.357527
uvig_135038	0.166965
uvig_542799	0.131519
uvig_42234	0.222295
uvig_450605	0.13858
uvig_142021	0.185104
uvig_410584	0.102113
uvig_525587	0.135806
uvig_25029	0.135093
uvig_379012	0.111914
uvig_508379	0.197482
uvig_143872	0.358668
uvig_143875	0.105424
uvig_219829	0.21217
uvig_363194	0.227778
uvig_499616	0.34393
uvig_321638	0.102705
uvig_150868	0.164963
uvig_150869	0.204871
uvig_291453	0.34485
uvig_35251	0.189879
uvig_522350	0.203025
uvig_582826	0.218409
uvig_109457	0.183354
uvig_503750	0.244995
uvig_135047	0.364034
uvig_135049	0.57736
uvig_426414	0.464263
uvig_40852	0.372806
uvig_503757	0.374848
uvig_525591	0.131442
uvig_116449	0.284167
uvig_142035	0.360843
uvig_140648	0.178084
uvig_409206	0.48309
uvig_409208	0.144738
uvig_25032	0.149089
uvig_25033	0.160468
uvig_199872	0.294675
uvig_512131	0.101677
uvig_23647	0.145367
uvig_396239	0.104985
uvig_551186	0.112406
uvig_183901	0.177125
uvig_183902	0.115577
uvig_183905	0.148763
uvig_529804	0.314876
uvig_414808	0.290708
uvig_66907	0.771914
uvig_414809	0.166761
uvig_219835	0.121134
uvig_321640	0.11709
uvig_26885	0.660575
uvig_513984	0.617074
uvig_460842	0.12039
uvig_513989	0.152432
uvig_386012	0.613474
uvig_515378	0.130129
uvig_271012	0.336223
uvig_126671	0.120853
uvig_460847	0.189057
uvig_291463	0.175679
uvig_291464	0.101704
uvig_33877	0.11165
uvig_272860	0.192341
uvig_135053	0.147963
uvig_274250	0.221457
uvig_272866	0.117362
uvig_135058	0.513117
uvig_135059	0.130073
uvig_16667	0.251717
uvig_274257	0.613293
uvig_16669	0.230837
uvig_40867	0.296904
uvig_492186	0.20468
uvig_255650	0.134455
uvig_257041	0.157019
uvig_255655	0.328997
uvig_449385	0.113904
uvig_449386	0.112051
uvig_23651	0.137387
uvig_409215	0.253109
uvig_23652	0.218342
uvig_25041	0.104927
uvig_512140	0.165031
uvig_433413	0.235748
uvig_512141	0.272807
uvig_199884	0.213176
uvig_551198	0.103831
uvig_508391	0.297051
uvig_377640	0.137755
uvig_123445	0.133799
uvig_123448	0.299264
uvig_183917	0.400589
uvig_532592	0.14085
uvig_262646	0.255637
uvig_416203	0.306039
uvig_414817	0.106031
uvig_416205	0.104952
uvig_416208	0.198687
uvig_143899	0.410589
uvig_321653	0.219235
uvig_384633	0.317898
uvig_52487	0.172669
uvig_150880	0.414841
uvig_152276	0.728458
uvig_152278	0.148735
uvig_291475	0.242948
uvig_522373	0.137857
uvig_2603	0.172661
uvig_2605	0.12801
uvig_16670	0.164347
uvig_426431	0.10412
uvig_40870	0.157636
uvig_16677	0.223663
uvig_503777	0.565971
uvig_311437	0.202576
uvig_40877	0.224775
uvig_42265	0.329855
uvig_40878	0.183155
uvig_42268	0.304072
ivig_1412	0.357974
uvig_255665	0.264772
uvig_407835	0.239257
uvig_449397	0.103792
uvig_257059	0.178629
uvig_25053	0.195234
uvig_199892	0.139739
uvig_199893	0.318125
uvig_281256	0.180436
uvig_433427	0.481042
uvig_66921	0.168019
uvig_416214	0.16815
uvig_264047	0.325125
uvig_219852	0.142363
uvig_219855	0.296769
uvig_219859	0.128655
uvig_515392	0.210099
uvig_321663	0.244882
uvig_49712	0.162975
uvig_536810	0.122238
uvig_321665	0.102434
uvig_384643	0.155998
uvig_192301	0.140654
uvig_384644	0.687355
uvig_192302	0.126497
uvig_384645	0.100056
uvig_536814	0.145006
uvig_515397	0.363275
uvig_192304	0.10265
uvig_49717	0.327804
uvig_386033	0.776582
uvig_536815	0.102143
uvig_460865	0.140168
uvig_400397	0.276083
uvig_192307	0.169345
uvig_265891	0.118623
uvig_149500	0.192676
uvig_271038	0.110817
uvig_149501	0.153628
uvig_73919	0.131227
uvig_35281	0.180125
uvig_152289	0.203316
uvig_109480	0.365713
uvig_291486	0.195892
uvig_522382	0.464342
uvig_35286	0.270129
uvig_443657	0.101361
uvig_582854	0.108895
uvig_443658	0.301992
uvig_404607	0.159627
uvig_109485	0.165377
uvig_109488	0.181191
uvig_135075	0.119799
uvig_133688	0.167682
uvig_135076	0.1735
uvig_16689	0.154773
uvig_489427	0.248979
uvig_142065	0.13489
uvig_25060	0.265235
uvig_257068	0.177113
uvig_25061	0.153035
uvig_433433	0.442205
uvig_25064	0.236115
uvig_123463	0.208107
uvig_183934	0.140702
uvig_262663	0.263146
uvig_183937	0.149025
uvig_416220	0.108506
uvig_379054	0.16642
uvig_555420	0.116646
uvig_32051	0.592184
uvig_440423	0.196238
uvig_219866	0.240968
uvig_106252	0.971936
uvig_92526	0.152812
uvig_92527	0.112621
uvig_92529	0.472958
uvig_190921	0.50039
uvig_245454	0.228868
uvig_49723	0.14656
uvig_384653	0.482718
uvig_190925	0.13142
uvig_384658	0.177439
uvig_75310	0.183968
uvig_192317	0.210126
uvig_73926	0.127069
uvig_538218	0.100851
