amp.id	length
uvig_229980_86	79
uvig_229980_87	83
uvig_229980_89	112
uvig_229980_90	165
uvig_229980_92	211
uvig_229980_93	192
uvig_229980_94	234
uvig_229980_97	115
uvig_229980_99	151
uvig_229980_100	163
uvig_229980_101	254
uvig_229980_102	260
uvig_229980_104	118
uvig_229980_113	254
uvig_229980_117	165
uvig_229980_123	95
uvig_229980_124	107
uvig_229980_125	225
uvig_229980_127	297
uvig_230359_2	179
uvig_230359_3	233
uvig_230359_5	86
uvig_230359_7	159
uvig_230359_9	175
uvig_230359_10	286
uvig_230359_11	150
uvig_230359_12	154
uvig_230359_14	221
uvig_232204_1	44
uvig_232204_2	274
uvig_232204_3	101
uvig_232204_4	228
uvig_232204_5	243
uvig_232204_6	159
uvig_232204_7	138
uvig_232204_8	69
uvig_232204_10	76
uvig_232204_11	142
uvig_232204_12	59
uvig_232204_13	70
uvig_232204_15	127
uvig_234806_1	75
uvig_234806_2	59
uvig_234806_3	142
uvig_234806_4	102
uvig_234806_5	83
uvig_234806_7	100
uvig_234806_8	65
uvig_234806_10	72
uvig_234806_12	206
uvig_234806_13	279
uvig_234806_14	220
uvig_235440_1	55
uvig_235440_2	77
uvig_235440_4	161
uvig_235440_5	80
uvig_235440_6	212
uvig_235440_7	286
uvig_235440_9	70
uvig_235440_10	177
uvig_235440_11	174
uvig_235440_12	205
uvig_235440_13	98
uvig_235440_14	152
uvig_235700_1	117
uvig_235700_2	122
uvig_235700_3	147
uvig_235700_4	139
uvig_235700_5	115
uvig_235700_6	120
uvig_235700_7	190
uvig_235700_9	250
uvig_235700_10	108
uvig_235700_11	116
uvig_235700_12	74
uvig_235700_13	212
uvig_235700_14	111
uvig_235700_15	130
uvig_235700_16	120
uvig_235700_17	116
uvig_235700_18	215
uvig_235700_19	298
uvig_235700_20	201
uvig_235700_21	239
uvig_235700_23	173
uvig_235700_24	150
uvig_235700_25	96
uvig_235700_26	74
uvig_235700_29	94
uvig_235700_30	78
uvig_239614_1	130
uvig_239614_2	53
uvig_239614_7	103
uvig_239614_8	130
uvig_239614_9	159
uvig_239614_11	153
uvig_239614_13	117
uvig_239614_14	298
uvig_239614_15	108
uvig_239614_16	127
uvig_239614_17	173
uvig_239614_18	62
uvig_239614_19	121
uvig_239614_20	59
uvig_239614_21	150
uvig_239614_24	154
uvig_239614_25	111
uvig_239614_26	248
uvig_239614_27	116
uvig_239614_28	105
uvig_239614_29	204
uvig_239614_30	64
uvig_239614_31	126
uvig_239614_32	54
uvig_239614_35	142
uvig_239614_36	147
uvig_239614_37	244
uvig_239614_39	287
uvig_239614_40	143
uvig_239614_41	266
uvig_239614_42	106
uvig_239614_44	44
uvig_239614_46	108
uvig_239614_47	128
uvig_239614_49	56
uvig_239614_50	149
uvig_239614_51	194
uvig_239614_53	74
uvig_239614_54	96
uvig_239614_55	178
uvig_239614_56	142
uvig_239614_57	65
uvig_239614_58	74
uvig_239614_59	225
uvig_239614_61	269
uvig_239614_62	212
uvig_239614_63	160
uvig_239614_64	84
uvig_239813_1	21
uvig_239813_3	232
uvig_239813_4	40
uvig_239813_5	63
uvig_239813_6	196
uvig_239813_7	58
uvig_239813_8	107
uvig_239813_9	93
uvig_239813_11	61
uvig_239813_13	127
uvig_239813_14	70
uvig_239813_19	95
uvig_244316_1	144
uvig_244316_5	284
uvig_244316_6	196
uvig_244316_7	34
uvig_244316_8	149
uvig_244316_9	178
uvig_244316_10	244
uvig_244316_12	171
uvig_244316_14	65
uvig_244316_16	147
uvig_244316_18	189
uvig_244316_19	122
uvig_244316_20	106
uvig_244316_21	159
uvig_244316_22	155
uvig_244316_23	109
uvig_244316_24	63
uvig_244316_25	245
uvig_244316_26	75
uvig_244316_27	291
uvig_244316_28	70
uvig_244316_29	228
uvig_244316_30	69
uvig_244316_31	193
uvig_247884_1	193
uvig_247884_3	135
uvig_247884_8	185
uvig_252359_3	95
uvig_252359_8	70
uvig_252359_9	127
uvig_252359_11	61
uvig_252359_13	93
uvig_252359_14	111
uvig_252359_16	235
uvig_252359_17	180
uvig_252359_18	140
uvig_252359_19	53
uvig_252359_20	176
uvig_252359_21	107
uvig_258701_1	181
uvig_258701_2	177
uvig_258701_4	107
uvig_258701_5	91
uvig_258701_6	215
uvig_258701_9	142
uvig_258701_10	216
uvig_258701_11	238
uvig_258701_12	99
uvig_258701_13	207
uvig_260892_2	205
uvig_260892_3	105
uvig_260892_4	71
uvig_260892_5	105
uvig_260892_6	138
uvig_260892_7	106
uvig_260892_8	277
uvig_260892_10	105
uvig_260892_11	71
uvig_260892_12	105
uvig_260892_13	138
uvig_260892_14	106
uvig_260892_15	277
uvig_262416_1	163
uvig_262416_3	204
uvig_262416_4	119
uvig_262416_6	117
uvig_262416_7	270
uvig_262416_8	283
uvig_262416_9	168
uvig_262416_10	223
uvig_262416_11	275
uvig_266196_2	154
uvig_266196_3	42
uvig_266196_5	183
uvig_266196_6	285
uvig_266196_8	58
uvig_266196_10	173
uvig_266196_11	179
uvig_266196_12	117
uvig_266196_13	180
uvig_266196_14	68
uvig_266196_15	70
uvig_266196_16	73
uvig_266196_17	139
uvig_266196_18	63
uvig_266196_19	66
uvig_266196_20	68
uvig_266196_22	289
uvig_266196_23	132
uvig_266196_24	225
uvig_266196_25	78
uvig_266196_27	101
uvig_266196_28	170
uvig_266196_29	65
uvig_266196_30	46
uvig_266196_31	147
uvig_266196_32	216
uvig_266196_33	60
uvig_266196_34	96
uvig_266196_35	148
uvig_266196_36	210
uvig_266196_37	99
uvig_266196_40	141
uvig_266196_42	148
uvig_266196_45	154
uvig_266196_46	128
uvig_266196_47	159
uvig_266196_48	115
uvig_266196_49	186
uvig_266196_50	163
uvig_266196_52	154
uvig_266663_1	67
uvig_266663_2	180
uvig_266663_5	67
uvig_266663_6	199
uvig_266663_7	54
uvig_266663_8	148
uvig_266663_9	51
uvig_266663_10	249
uvig_266663_11	33
uvig_266663_12	155
uvig_266663_13	58
uvig_266663_14	186
uvig_266663_15	207
uvig_266663_16	126
uvig_266663_18	77
uvig_266663_19	120
uvig_266663_20	122
uvig_266663_22	40
uvig_266663_23	162
uvig_266663_24	139
uvig_266663_25	190
uvig_266663_27	183
uvig_266663_28	291
uvig_266663_30	183
uvig_266663_32	61
uvig_270749_2	63
uvig_270749_3	206
uvig_270749_4	38
uvig_270749_5	228
uvig_270749_6	68
uvig_270749_7	166
uvig_270749_8	37
uvig_270749_9	172
uvig_270749_10	253
uvig_270749_11	291
uvig_270749_13	102
uvig_270749_14	110
uvig_270749_15	101
uvig_270749_16	94
uvig_270749_17	91
uvig_270749_18	147
uvig_270749_19	140
uvig_271051_1	182
uvig_271051_2	207
uvig_271051_3	126
uvig_271051_5	77
uvig_271051_6	239
uvig_271051_8	40
uvig_271051_9	162
uvig_271051_10	139
uvig_271051_11	190
uvig_271051_13	183
uvig_271051_15	183
uvig_271051_17	159
uvig_271051_18	129
uvig_271051_20	236
uvig_271051_22	280
uvig_271051_23	101
uvig_271051_24	109
uvig_271051_25	136
uvig_271051_26	266
uvig_271051_27	57
uvig_271698_2	113
uvig_271698_4	29
uvig_271698_5	77
uvig_271698_6	32
uvig_271698_9	240
uvig_276225_1	52
uvig_276225_2	67
uvig_276225_3	159
uvig_276225_4	52
uvig_276225_5	137
uvig_276225_7	158
uvig_276225_8	68
uvig_276225_9	218
uvig_276225_10	126
uvig_276225_14	132
uvig_276225_15	160
uvig_276225_16	71
uvig_276225_17	172
uvig_276225_19	78
uvig_276225_20	140
uvig_276225_24	123
uvig_276225_26	97
uvig_276225_27	189
uvig_276225_28	142
uvig_276225_30	120
uvig_276225_31	223
uvig_276225_32	101
uvig_276225_34	87
uvig_276225_35	160
uvig_276225_37	134
uvig_276225_38	159
uvig_276225_39	222
uvig_276225_40	72
uvig_276225_41	256
uvig_276225_42	185
uvig_276225_43	230
uvig_276225_44	180
uvig_276225_45	209
uvig_276225_46	134
uvig_276225_48	76
uvig_276225_49	137
uvig_276225_50	71
uvig_276225_51	69
uvig_279364_1	77
uvig_279364_2	120
uvig_279364_4	148
uvig_279364_6	58
uvig_279364_7	61
uvig_279364_8	58
uvig_279364_9	136
uvig_279364_10	63
uvig_279364_12	39
uvig_279364_14	71
uvig_279364_15	172
uvig_279364_16	76
uvig_279364_17	85
uvig_279364_18	92
uvig_279364_19	109
uvig_279364_20	80
uvig_279364_21	223
uvig_279364_22	50
uvig_279364_24	120
uvig_279364_25	109
uvig_279364_26	126
uvig_279364_27	106
uvig_279364_28	185
uvig_279364_31	260
uvig_279364_33	127
uvig_279364_34	298
uvig_279364_35	153
uvig_279364_36	163
uvig_279364_37	165
uvig_279364_39	145
uvig_279364_40	127
uvig_279364_41	58
uvig_279364_42	77
uvig_279364_44	196
uvig_279364_45	257
uvig_279364_46	114
uvig_279364_47	132
uvig_279364_49	219
uvig_279364_50	223
uvig_279364_52	181
uvig_279364_53	223
uvig_279364_54	118
uvig_279364_55	128
uvig_279364_56	40
uvig_279364_58	248
uvig_279364_59	89
uvig_279364_60	207
uvig_279364_61	150
uvig_279364_63	285
uvig_279364_64	277
uvig_279364_65	74
uvig_280596_1	223
uvig_280596_2	273
uvig_280596_3	61
uvig_280596_4	44
uvig_280596_6	266
uvig_280596_7	55
uvig_280596_8	70
uvig_280596_10	106
uvig_280596_11	101
uvig_280596_12	69
uvig_280596_13	118
uvig_280596_14	128
uvig_280596_15	43
uvig_280596_16	146
uvig_280596_17	136
uvig_280596_18	129
uvig_280596_19	154
uvig_280596_20	221
uvig_280596_21	276
uvig_280596_22	200
uvig_280596_25	66
uvig_280596_26	83
uvig_280979_1	116
uvig_280979_5	85
uvig_280979_6	168
uvig_280979_7	153
uvig_280979_8	68
uvig_280979_9	115
uvig_280979_10	153
uvig_280979_12	90
uvig_280979_13	230
uvig_280979_14	211
uvig_280979_15	256
uvig_280979_16	87
uvig_280979_17	242
uvig_280979_18	137
uvig_280979_20	132
uvig_280979_21	97
uvig_282601_1	55
uvig_282601_2	89
uvig_282601_3	70
uvig_282601_4	37
uvig_282601_5	131
uvig_282601_6	29
uvig_282601_7	193
uvig_282601_8	125
uvig_282601_9	137
uvig_282601_11	102
uvig_282601_12	125
uvig_282601_13	166
uvig_282601_14	114
uvig_282601_15	250
uvig_282601_16	192
uvig_282601_17	116
uvig_282601_18	41
uvig_282601_19	136
uvig_282601_20	112
uvig_282601_22	78
uvig_282601_23	157
uvig_282601_24	33
uvig_282601_26	261
uvig_282601_27	253
uvig_10847_2	154
uvig_10847_4	66
uvig_10847_5	163
uvig_10847_6	191
uvig_10847_7	115
uvig_10847_8	159
uvig_10847_9	128
uvig_10847_10	154
uvig_10847_13	148
uvig_10847_15	141
uvig_10847_18	99
uvig_10847_19	210
uvig_10847_20	148
uvig_10847_21	89
uvig_10847_22	71
uvig_10847_23	216
uvig_10847_24	147
uvig_10847_25	46
uvig_10847_26	69
uvig_10847_27	170
uvig_10847_28	101
uvig_10847_30	78
uvig_10847_31	225
uvig_10847_32	132
uvig_10847_33	289
uvig_10847_35	73
uvig_10847_36	66
uvig_10847_37	63
uvig_10847_38	139
uvig_10847_39	70
uvig_11105_3	161
uvig_11105_4	80
uvig_11105_5	212
uvig_11105_6	284
uvig_11105_7	163
uvig_11105_8	212
uvig_11105_9	210
uvig_11105_10	185
uvig_11105_11	184
uvig_11105_12	128
uvig_11819_1	199
uvig_11819_2	41
uvig_11819_3	70
uvig_11819_4	139
uvig_11819_5	63
uvig_11819_6	66
uvig_11819_7	73
uvig_11819_9	289
uvig_11819_10	132
uvig_11819_11	225
uvig_11819_12	78
uvig_11819_14	101
uvig_11819_15	170
uvig_11819_16	69
uvig_11819_17	46
uvig_11819_18	147
uvig_11819_19	216
uvig_11819_20	71
uvig_11819_21	89
uvig_11819_22	148
uvig_11819_23	210
uvig_11819_24	99
uvig_11819_27	141
uvig_11819_29	148
uvig_11819_32	154
uvig_11819_33	128
uvig_11819_34	159
uvig_11819_35	115
uvig_11819_36	191
uvig_11819_37	163
uvig_11819_38	66
uvig_11819_40	154
uvig_11819_42	166
uvig_11819_44	64
uvig_11819_46	161
uvig_11819_47	80
uvig_11819_48	212
uvig_11819_49	284
uvig_11819_51	54
uvig_12784_2	215
uvig_12784_3	171
uvig_12784_4	285
uvig_12784_6	139
uvig_12784_7	204
uvig_12784_8	139
uvig_12784_11	103
uvig_12784_12	231
uvig_12784_13	116
uvig_12784_14	52
uvig_12813_1	170
uvig_12813_3	69
uvig_12813_4	207
uvig_12813_5	191
uvig_12813_7	95
uvig_12813_8	104
uvig_12813_9	167
uvig_14473_2	280
uvig_14473_3	106
uvig_14473_4	138
uvig_14473_5	107
uvig_14473_6	71
uvig_14473_7	134
uvig_14473_9	280
uvig_14473_10	106
uvig_14473_11	138
uvig_14473_12	107
uvig_14473_13	71
uvig_14473_14	163
uvig_14473_15	110
uvig_14473_16	70
uvig_16314_2	138
uvig_16314_5	105
uvig_16314_6	70
uvig_16314_7	154
uvig_16314_8	70
uvig_16314_9	64
uvig_16314_10	66
uvig_16314_11	73
uvig_16314_13	289
uvig_16314_14	132
uvig_16314_15	225
uvig_16314_16	78
uvig_16314_17	92
uvig_16314_18	100
uvig_16314_19	170
uvig_16314_20	99
uvig_16314_21	86
uvig_16314_22	147
uvig_16314_23	216
uvig_16314_24	57
uvig_16314_25	96
uvig_16314_26	157
uvig_16314_27	210
uvig_16314_28	82
uvig_16314_31	141
uvig_16314_33	148
uvig_16314_36	92
uvig_287346_1	88
uvig_287346_2	79
uvig_287346_3	127
uvig_287346_4	73
uvig_287346_5	203
uvig_287346_6	134
uvig_287346_7	162
uvig_287346_8	117
uvig_287346_9	202
uvig_287346_10	295
uvig_287346_13	94
uvig_287346_15	101
uvig_287346_16	60
uvig_287346_17	229
uvig_287346_18	39
uvig_293756_1	91
uvig_293756_3	225
uvig_293756_5	128
uvig_293756_7	184
uvig_293756_8	71
uvig_293756_9	36
uvig_293756_10	214
uvig_293756_11	244
uvig_293756_12	288
uvig_293756_13	128
uvig_293756_15	116
uvig_293756_18	57
uvig_293756_19	283
uvig_293756_21	171
uvig_293756_22	300
uvig_293756_23	180
uvig_293756_24	269
uvig_293756_25	140
uvig_293756_26	140
uvig_293756_27	137
uvig_293756_29	238
uvig_293756_30	281
uvig_293756_31	76
uvig_293756_33	149
uvig_293756_35	292
uvig_293756_37	92
uvig_293756_41	294
uvig_293756_42	252
uvig_293756_43	232
uvig_293756_46	78
uvig_293756_50	46
uvig_293756_52	134
uvig_293756_53	143
uvig_293756_54	87
uvig_293756_55	50
uvig_293756_56	174
uvig_293756_57	76
uvig_293756_58	271
uvig_293756_59	173
uvig_293756_60	204
uvig_293756_61	106
uvig_293756_62	47
uvig_293756_63	59
uvig_293756_64	65
uvig_296212_2	97
uvig_296212_3	128
uvig_296212_4	183
uvig_296212_5	267
uvig_296212_6	73
uvig_296212_7	156
uvig_296212_8	78
uvig_296212_9	108
uvig_296212_10	163
uvig_296212_11	181
uvig_296212_12	149
uvig_296212_13	103
uvig_296212_14	92
uvig_296212_15	51
uvig_296212_16	95
uvig_296212_17	154
uvig_296212_18	82
uvig_296212_19	77
uvig_296212_20	79
uvig_296212_21	145
uvig_296212_24	113
uvig_296212_25	130
uvig_296212_26	215
uvig_296212_28	63
uvig_296212_29	43
uvig_296212_30	197
uvig_296212_31	290
uvig_296212_32	144
uvig_296212_33	149
uvig_296212_34	139
uvig_296212_35	148
uvig_296212_36	173
uvig_296212_37	146
uvig_296212_38	182
uvig_296212_39	219
uvig_296212_41	124
uvig_296212_44	85
uvig_296212_45	100
uvig_296212_47	90
uvig_296212_48	271
uvig_296212_49	46
uvig_296212_50	140
uvig_296212_51	145
uvig_296212_52	66
uvig_296212_53	235
uvig_296212_54	141
uvig_296212_55	130
uvig_296212_56	107
uvig_296212_58	218
uvig_296212_59	56
uvig_296212_60	127
uvig_296212_61	64
uvig_296212_62	65
uvig_296212_63	30
uvig_296212_64	106
uvig_296212_65	66
uvig_296212_66	197
uvig_296212_67	186
uvig_296212_68	93
uvig_296212_69	126
uvig_296212_70	225
uvig_296212_71	231
uvig_296212_72	102
uvig_296393_1	163
uvig_296393_2	110
uvig_296393_3	99
uvig_296393_4	276
uvig_296393_5	75
uvig_296393_6	143
uvig_296393_7	106
uvig_296393_12	82
uvig_296393_13	136
uvig_296393_14	55
uvig_296393_15	106
uvig_296393_16	140
uvig_296393_17	107
uvig_296393_18	70
uvig_296393_19	77
uvig_296393_20	114
uvig_296393_21	204
uvig_296393_22	87
uvig_296393_23	228
uvig_296393_24	179
uvig_296393_25	175
uvig_296393_26	178
uvig_296393_27	49
uvig_296393_28	193
uvig_296393_29	167
uvig_296393_30	264
uvig_296393_31	249
uvig_296393_32	194
uvig_296393_33	54
uvig_296393_35	235
uvig_296393_36	111
uvig_296393_37	156
uvig_296393_38	273
uvig_296393_41	296
uvig_296393_42	141
uvig_296393_44	177
uvig_296393_46	203
uvig_296393_47	143
uvig_296393_48	174
uvig_296393_49	111
uvig_296393_50	42
uvig_296393_51	75
uvig_296393_52	50
uvig_296393_53	101
uvig_297218_1	75
uvig_297218_2	33
uvig_297218_3	79
uvig_297218_6	64
uvig_297218_7	160
uvig_297218_9	251
uvig_297218_10	203
uvig_297218_11	32
uvig_297218_13	229
uvig_297218_14	271
uvig_297218_15	60
uvig_297218_17	177
uvig_297218_18	191
uvig_297218_19	64
uvig_297218_20	204
uvig_300460_1	136
uvig_300460_2	98
uvig_300460_3	196
uvig_300460_5	130
uvig_300460_6	98
uvig_300460_7	195
uvig_300460_8	148
uvig_300460_10	218
uvig_300460_11	61
uvig_300460_12	95
uvig_300460_14	94
uvig_300460_15	280
uvig_300460_17	64
uvig_300711_1	275
uvig_300711_2	149
uvig_300711_5	70
uvig_300711_6	73
uvig_300711_7	139
uvig_300711_8	63
uvig_300711_9	66
uvig_300711_10	68
uvig_300711_12	289
uvig_300711_13	132
uvig_300711_14	225
uvig_300711_15	78
uvig_300711_17	101
uvig_300711_18	170
uvig_300711_19	65
uvig_300711_20	46
uvig_300711_21	147
uvig_300711_22	216
uvig_300711_23	60
uvig_300711_24	96
uvig_300711_25	148
uvig_300711_26	210
uvig_300711_27	99
uvig_300711_29	294
uvig_303877_2	246
uvig_303877_4	282
uvig_303877_5	295
uvig_303877_7	166
uvig_303877_10	89
uvig_303877_12	197
uvig_303877_14	142
uvig_303877_15	183
uvig_303877_17	38
uvig_303877_18	221
uvig_304456_1	57
uvig_304456_2	148
uvig_304456_3	119
uvig_304456_4	136
uvig_304456_5	286
uvig_304456_8	166
uvig_304456_10	239
uvig_304456_11	100
uvig_304456_12	124
uvig_304456_13	123
uvig_304456_14	92
uvig_306625_1	150
uvig_306625_2	156
uvig_306625_3	263
uvig_306625_4	188
uvig_306625_7	248
uvig_306625_9	56
uvig_306625_10	179
uvig_306625_11	218
uvig_306625_12	293
uvig_306625_13	175
uvig_306625_14	217
uvig_306625_17	282
uvig_306625_19	92
uvig_306625_20	151
uvig_306625_21	133
uvig_306625_22	76
uvig_306625_23	160
uvig_306625_24	77
uvig_306625_25	82
uvig_306625_26	150
uvig_306625_27	108
uvig_306625_28	119
uvig_306625_29	126
uvig_306625_30	279
uvig_306625_31	109
uvig_306625_32	186
uvig_306625_33	139
uvig_306625_35	145
uvig_306625_36	285
uvig_306625_37	223
uvig_306625_38	86
uvig_306625_39	89
uvig_306625_40	76
uvig_306625_41	74
uvig_306625_42	247
uvig_306625_43	107
uvig_308234_2	167
uvig_308234_4	201
uvig_308234_5	270
uvig_308234_6	141
uvig_308234_7	114
uvig_308234_8	128
uvig_308234_9	198
uvig_308234_10	49
uvig_308234_11	260
uvig_308234_13	227
uvig_308234_14	74
uvig_308234_15	192
uvig_308234_16	79
uvig_309497_2	161
uvig_309497_6	110
uvig_309497_7	161
uvig_309747_1	274
uvig_309747_2	88
uvig_309747_3	185
uvig_309747_4	173
uvig_309747_5	185
uvig_309747_6	115
uvig_309747_7	81
uvig_309747_9	162
uvig_309747_10	68
uvig_309747_12	145
uvig_309747_13	59
uvig_309747_14	297
uvig_309747_15	126
uvig_309747_16	177
uvig_309747_17	105
uvig_309747_18	122
uvig_309747_21	239
uvig_309747_23	89
uvig_309747_24	93
uvig_309747_25	113
uvig_309747_26	132
uvig_309747_27	121
uvig_309747_28	191
uvig_309747_29	124
uvig_309747_30	34
uvig_309747_32	261
uvig_309747_36	156
uvig_309747_38	136
uvig_309747_39	30
uvig_309747_40	55
uvig_309747_41	280
uvig_309747_42	185
uvig_309747_43	82
uvig_309747_44	98
uvig_309747_45	91
uvig_309747_46	184
uvig_318656_1	278
uvig_318656_2	144
uvig_318656_3	55
uvig_318656_4	100
uvig_318656_5	32
uvig_318656_6	119
uvig_318656_8	143
uvig_318656_9	67
uvig_318656_10	66
uvig_318656_11	168
uvig_318656_14	255
uvig_321869_2	154
uvig_321869_4	66
uvig_321869_5	163
uvig_321869_6	191
uvig_321869_7	156
uvig_321869_8	36
uvig_321869_9	128
uvig_321869_10	154
uvig_321869_13	148
uvig_321869_15	141
uvig_321869_18	99
uvig_321869_19	210
uvig_321869_20	148
uvig_321869_21	89
uvig_321869_22	71
uvig_321869_23	216
uvig_321869_24	147
uvig_321869_25	46
uvig_321869_26	69
uvig_321869_27	170
uvig_321869_28	101
uvig_321869_29	173
uvig_321869_30	129
uvig_321869_31	78
uvig_321869_32	225
uvig_321869_33	132
uvig_321869_34	289
uvig_321869_36	73
uvig_321869_37	66
uvig_321869_38	63
uvig_321869_39	139
uvig_321869_40	70
uvig_322655_1	119
uvig_322655_3	78
uvig_322655_4	150
uvig_322655_5	102
uvig_322655_6	33
uvig_322655_7	178
uvig_322655_8	181
uvig_322655_9	85
uvig_322655_10	128
uvig_322655_11	60
uvig_322655_12	67
uvig_322655_14	297
uvig_322655_15	206
uvig_322655_16	157
uvig_322655_17	198
uvig_322655_18	103
uvig_322655_19	175
uvig_322655_20	89
uvig_322655_21	155
uvig_322655_22	130
uvig_322655_24	224
uvig_322655_25	73
uvig_322655_26	63
uvig_322655_27	59
uvig_322655_28	220
uvig_322655_29	92
uvig_322655_30	82
uvig_322655_31	82
uvig_322655_32	56
uvig_322655_33	64
uvig_322655_34	69
uvig_322655_35	162
uvig_322655_36	92
uvig_322655_37	141
uvig_322655_38	208
uvig_322655_39	77
uvig_322655_42	138
uvig_322655_44	148
uvig_322655_47	154
uvig_322655_48	121
uvig_322655_49	89
uvig_322655_50	154
uvig_322655_51	98
uvig_322655_52	99
uvig_322655_53	53
uvig_322655_57	90
uvig_322655_58	99
uvig_322655_59	120
uvig_322655_60	161
uvig_322655_61	32
uvig_322655_62	157
uvig_322900_2	119
uvig_322900_4	278
uvig_322900_5	289
uvig_322900_6	63
uvig_322900_7	50
uvig_322900_8	70
uvig_322900_9	275
uvig_322900_12	165
uvig_322900_13	104
uvig_322900_14	122
uvig_322900_15	95
uvig_322900_17	194
uvig_322900_18	210
uvig_322900_19	69
uvig_322900_21	121
uvig_322900_22	144
uvig_327352_2	141
uvig_327352_4	223
uvig_327352_5	191
uvig_327352_6	290
uvig_327352_7	170
uvig_327352_8	175
uvig_327352_9	183
uvig_327352_10	96
uvig_327352_11	82
uvig_327352_12	72
uvig_327352_13	85
uvig_327352_15	157
uvig_327352_16	83
uvig_327352_17	80
uvig_327352_18	111
uvig_327352_19	114
uvig_328398_1	117
uvig_328398_2	139
uvig_328398_3	83
uvig_328398_5	188
uvig_328398_6	256
uvig_328398_7	92
uvig_328398_8	88
uvig_328398_9	191
uvig_328398_10	58
uvig_328398_12	217
uvig_328398_13	239
uvig_328398_14	200
uvig_328398_15	276
uvig_328398_16	221
uvig_331758_3	185
uvig_331758_4	192
uvig_331758_5	188
uvig_331758_7	147
uvig_331758_8	145
uvig_331758_9	175
uvig_331758_10	115
uvig_331758_12	163
uvig_331758_13	181
uvig_331758_14	282
uvig_331758_15	291
uvig_331758_16	258
uvig_331758_17	299
uvig_331758_18	299
uvig_331758_19	258
uvig_331758_20	291
uvig_331758_21	282
uvig_331758_22	181
uvig_331758_23	163
uvig_331758_25	115
uvig_331758_26	175
uvig_331758_27	145
uvig_331758_28	147
uvig_331758_30	188
uvig_331758_31	192
uvig_331758_32	185
uvig_331758_34	74
uvig_19655_1	189
uvig_19655_2	75
uvig_19655_3	72
uvig_19655_4	65
uvig_19655_5	119
uvig_19655_7	230
uvig_19655_8	125
uvig_19655_9	247
uvig_19655_10	248
uvig_19655_11	254
uvig_19655_12	130
uvig_19655_13	268
uvig_19655_14	288
uvig_19655_16	101
uvig_19655_17	185
uvig_22024_1	227
uvig_22024_2	76
uvig_22024_3	159
uvig_22024_4	243
uvig_22024_5	228
uvig_22024_6	101
uvig_22024_7	274
uvig_22024_8	87
uvig_22024_9	109
uvig_22024_10	170
uvig_22024_11	139
uvig_22024_12	87
uvig_22024_13	242
uvig_22024_14	80
uvig_22024_15	162
uvig_22024_16	80
uvig_22024_20	82
uvig_349986_6	55
uvig_350279_1	94
uvig_350279_2	99
uvig_350279_3	65
uvig_350279_4	90
uvig_350279_5	83
uvig_350279_7	76
uvig_350279_8	150
uvig_350279_9	264
uvig_350279_10	99
uvig_350279_11	65
uvig_350279_12	90
uvig_350279_13	83
uvig_350279_15	76
uvig_350279_16	150
uvig_350279_17	264
uvig_350279_18	99
uvig_350279_19	65
uvig_350279_20	90
uvig_350279_21	83
uvig_350279_23	76
uvig_350279_24	150
uvig_360064_2	163
uvig_360064_3	186
uvig_360064_4	115
uvig_360064_5	159
uvig_360064_6	128
uvig_360064_7	154
uvig_360064_10	148
uvig_360064_12	141
uvig_360064_15	99
uvig_360064_16	210
uvig_360064_17	148
uvig_360064_18	96
uvig_360064_19	60
uvig_360064_20	216
uvig_360064_21	147
uvig_360064_22	46
uvig_360064_23	65
uvig_360064_24	170
uvig_360064_25	101
uvig_360064_27	78
uvig_360064_28	225
uvig_360064_29	132
uvig_360064_30	289
uvig_360064_32	68
uvig_360064_33	66
uvig_360064_34	63
uvig_360064_35	139
uvig_360064_36	73
uvig_360064_37	70
uvig_360064_38	183
uvig_360064_46	36
uvig_360071_2	47
uvig_360071_6	163
uvig_360071_7	93
uvig_360071_8	284
uvig_360071_9	79
uvig_360071_10	155
uvig_360071_11	57
uvig_360071_12	285
uvig_360071_13	55
uvig_360071_14	57
uvig_360071_16	49
uvig_360071_17	78
uvig_360411_1	150
uvig_360411_4	138
uvig_360411_5	60
uvig_360411_6	147
uvig_360411_7	168
uvig_360411_9	199
uvig_360411_10	161
uvig_360411_12	127
uvig_361314_2	59
uvig_361314_3	70
uvig_361314_4	154
uvig_361314_5	70
uvig_361314_6	64
uvig_361314_7	66
uvig_361314_8	73
uvig_361314_10	289
uvig_361314_11	132
uvig_361314_12	220
uvig_362152_1	65
uvig_362152_2	91
uvig_362152_3	83
uvig_362152_5	76
uvig_362152_6	150
uvig_362152_7	264
uvig_362152_8	99
uvig_362152_9	65
uvig_362152_10	91
uvig_362152_11	83
uvig_362152_13	76
uvig_362152_14	150
uvig_362152_15	264
uvig_362152_16	99
uvig_362152_17	90
uvig_362152_18	86
uvig_362152_19	38
uvig_362152_21	217
uvig_362152_22	149
uvig_362152_23	109
uvig_366661_1	207
uvig_366661_2	83
uvig_366661_3	84
uvig_366661_4	57
uvig_366661_5	193
uvig_366661_6	237
uvig_366661_7	162
uvig_366661_9	187
uvig_366661_10	133
uvig_366661_12	62
uvig_366661_13	215
uvig_366661_15	133
uvig_366661_16	123
uvig_366661_17	164
uvig_366661_18	140
uvig_366661_19	81
uvig_366661_20	112
uvig_366661_21	92
uvig_366661_23	124
uvig_366661_24	126
uvig_366661_25	100
uvig_366661_26	94
uvig_366661_27	78
uvig_366661_29	240
uvig_368605_1	272
uvig_368605_2	89
uvig_368605_3	62
